id,title,display_name,authorships,abstract,doi,publication_date,publication_year,relevance_score,fwci,cited_by_count,counts_by_year,ids,type,is_oa,is_oa_anywhere,oa_status,oa_url,any_repository_has_fulltext,source_display_name,source_id,issn_l,host_organization,host_organization_name,landing_page_url,pdf_url,license,version,referenced_works,referenced_works_count,related_works,concepts,topics,keywords,is_paratext,is_retracted,language,sustainable_development_goals,awards,funders,apc,first_page,last_page,volume,issue
https://openalex.org/W885308044,"Seasonal and annual changes in Antarctic fur seal [Arctocephalus gazella] diet in the area of Admiralty Bay, King George Island, South Shetland Islands","Seasonal and annual changes in Antarctic fur seal [Arctocephalus gazella] diet in the area of Admiralty Bay, King George Island, South Shetland Islands",,"This study describes the seasonal and annual changes in the diet of non−breeding male Antarctic fur seals (Arctocephalus gazella) through the analysis of faeces collected on shore during four summer seasons (1993/94–1996/97) in the area of Admiralty Bay (King George Island, South Shetlands). Krill was the most frequent prey, found in 88.3% of the 473 samples. Fish was present in 84.7% of the samples, cephalopods and penguins in 12.5% each. Of the 3832 isolated otoliths, 3737 were identified as belonging to 17 fish species. The most numerous species were: Gymnoscopelus nicholsi, Electrona antarctica, Chionodraco rastro− spinosus, Pleuragramma antarcticum, and Notolepis coatsi. In January, almost exclusively, were taken pelagic Myctophidae constituting up to 90% of the total consumed fish biomass. However, in February and March, the number of bentho−pelagic Channichthyidae and Noto− theniidae as well as pelagic Paralepididae increased significantly, up to 45% of the biomass. In April the biomass of Myctophidae increased again. The frequency of squid and penguin oc− currence was similar and low, but considering the greater individual body mass of penguins, their role as a food item may be much greater. In March and April, penguins could be as im− portant prey item as fish. The amount of krill in the diet of Antarctic fur seals declined with a concomitant decrease in the mature krill availability. This appears to have been compensated by an increased frequency of the fur seal to eat fish and penguins.",NA,2006-01-01,2006,592.96454,0.3025,17,,,article,FALSE,FALSE,closed,NA,FALSE,Polish Polar Research,https://openalex.org/S67295124,0138-0338,https://openalex.org/P4310320322,De Gruyter Open,http://yadda.icm.edu.pl/yadda/element/bwmeta1.element.agro-article-14bcda8d-cd06-40e0-9b1f-e8ae6d00d88a,NA,NA,NA,,41,,,,,FALSE,FALSE,en,,,,,171,184,27,2
https://openalex.org/W2383833702,"Seasonal variation in the diet of Antarctic fur seals, Arctocephalus gazella, at 25 de Mayo/King George Island, South Shetland Islands, Antarctica","Seasonal variation in the diet of Antarctic fur seals, Arctocephalus gazella, at 25 de Mayo/King George Island, South Shetland Islands, Antarctica",,NA,https://doi.org/10.1007/s00300-016-1959-1,2016-05-12,2016,563.69525,1.5319,17,,,article,FALSE,FALSE,closed,NA,FALSE,Polar Biology,https://openalex.org/S196656238,0722-4060,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/s00300-016-1959-1,NA,NA,publishedVersion,,19,,,,,FALSE,FALSE,en,,,,,471,475,40,2
https://openalex.org/W64193010,"Abundance of Antarctic Fur Seals in the South Shetland Islands, Antarctica, During the 1986/87 Austral Summer","Abundance of Antarctic Fur Seals in the South Shetland Islands, Antarctica, During the 1986/87 Austral Summer",,NA,https://doi.org/10.1007/978-3-642-84074-6_30,1990-01-01,1990,555.34656,0.5532,37,,,book-chapter,FALSE,FALSE,closed,NA,FALSE,NA,NA,NA,NA,NA,https://doi.org/10.1007/978-3-642-84074-6_30,NA,NA,publishedVersion,,8,,,,,FALSE,FALSE,en,,,,,265,270,NA,NA
https://openalex.org/W2083816828,"Examining natural population growth from near extinction: the case of the Antarctic fur seal at the South Shetlands, Antarctica","Examining natural population growth from near extinction: the case of the Antarctic fur seal at the South Shetlands, Antarctica",,NA,https://doi.org/10.1007/s00300-003-0587-8,2004-01-24,2004,487.6051,3.152,85,,,article,FALSE,FALSE,closed,NA,FALSE,Polar Biology,https://openalex.org/S196656238,0722-4060,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/s00300-003-0587-8,NA,NA,publishedVersion,,27,,,,,FALSE,FALSE,en,,,,,304,311,27,5
https://openalex.org/W2063272719,"Interannual variation in the diet of non-breeding male Antarctic fur seals, Arctocephalus gazella, at Isla 25 de Mayo/King George Island","Interannual variation in the diet of non-breeding male Antarctic fur seals, Arctocephalus gazella, at Isla 25 de Mayo/King George Island",,NA,https://doi.org/10.1007/s00300-008-0475-3,2008-06-11,2008,475.76126,0,26,,,article,FALSE,TRUE,green,http://hdl.handle.net/11336/135116,TRUE,Polar Biology,https://openalex.org/S196656238,0722-4060,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/s00300-008-0475-3,NA,NA,publishedVersion,,41,,,,,FALSE,FALSE,en,,,,,1365,1372,31,11
https://openalex.org/W2294401409,The diet of the Antarctic fur seal Arctocephalus gazella at the South Orkney Islands in ten consecutive years,The diet of the Antarctic fur seal Arctocephalus gazella at the South Orkney Islands in ten consecutive years,,NA,https://doi.org/10.1007/s00300-015-1836-3,2016-03-10,2016,453.22162,0.3064,16,,,article,TRUE,TRUE,bronze,https://link.springer.com/content/pdf/10.1007/s00300-015-1836-3.pdf,FALSE,Polar Biology,https://openalex.org/S196656238,0722-4060,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/s00300-015-1836-3,https://link.springer.com/content/pdf/10.1007/s00300-015-1836-3.pdf,NA,publishedVersion,,38,,,,,FALSE,FALSE,en,,,,,1197,1206,39,7
https://openalex.org/W3213426540,Winter distribution of juvenile and sub-adult male Antarctic fur seals (Arctocephalus gazella) along the western Antarctic Peninsula,Winter distribution of juvenile and sub-adult male Antarctic fur seals (Arctocephalus gazella) along the western Antarctic Peninsula,,"Detailed knowledge of habitat use by marine megafauna is critical to understand their ecological roles and for the adequate management of marine resources. Antarctic fur seals (Arctocephalus gazella) inhabiting the Atlantic sector of the Southern Ocean prey largely on Antarctic krill (Euphausia superba) and play a central role in managing the krill fishery. Here, we assessed the demographic structure of three post-mating, early moult male haul-outs in the South Shetland Islands in early March and calculated the relative contribution of juveniles (1-4 years old) and sub-adult males (5-6 years) to the population remaining in maritime Antarctica after the breeding season. We also satellite tagged 11 juvenile males and four sub-adult males to analyze their movements and develop a species distribution model including both age classes. Our results highlighted the dominance of young individuals in the male population, revealed that they do not behave as central place foragers and identified key environmental drivers that affected their distribution at-sea throughout winter. Predicted potential foraging habitat overlapped highly with the known distribution of Antarctic krill, and identified the waters off the western Antarctic Peninsula and the Scotia Sea as the core of the distribution area of juvenile and sub-adult male Antarctic fur seals in winter. This pattern is similar to that of adult males but totally different from that of adult females, as the latter overwinter in areas at latitude 45-55° S. This segregation has implications for the ecology and management of the krill fishery.",https://doi.org/10.1038/s41598-021-01700-w,2021-11-15,2021,429.2916,1.0097,18,,,article,TRUE,TRUE,gold,https://www.nature.com/articles/s41598-021-01700-w.pdf,TRUE,Scientific Reports,https://openalex.org/S196734849,2045-2322,https://openalex.org/P4310319908,Nature Portfolio,https://doi.org/10.1038/s41598-021-01700-w,https://www.nature.com/articles/s41598-021-01700-w.pdf,cc-by,publishedVersion,,90,,,,,FALSE,FALSE,en,,,,,22234,22234,11,1
https://openalex.org/W2099133829,"Haul-out pattern of itinerant male Antarctic fur seals (Arctocephalus gazella) at Laurie Island, South Orkney Islands","Haul-out pattern of itinerant male Antarctic fur seals (Arctocephalus gazella) at Laurie Island, South Orkney Islands",,"The seasonal haul-out pattern of itinerant male Antarctic fur seals (Arctocephalus gazella) was determined by regular counts at Mossman Peninsula, Laurie Island, South Orkney Islands, from 1996 to 2005. Small numbers of animals began to arrive at the beach in late December / early January (mean date 28 December ± 15 days, n = 10). Peak numbers of animals ashore changed considerably between seasons. In 1996, 1998 and 2001, peak numbers were registered in March (6/3, 18/3 and 6/3, respectively). Numbers peaked in 1997, 1999 and 2005 at the end of January / beginning of February (26/1, 2/2 and 28/1, respectively). In 2000, 2002, 2003 and 2004 peaks were registered in the third week of February (15/2, 22/2, 14/2 and 20/2, respectively). Peaks in numbers of seals ashore also varied between years, being minimum during 2001 (2531 individuals) and maximum during 2006 (16 610 individuals). In March 1998 the coasts of Laurie Island were surveyed by navigating inflatable boats near the shoreline; 18 haul-out places were identified. The big differences in peak numbers, as well as in the dates of peak events among years, suggest that local conditions could have an effect on the numbers of animals hauled out in a given year. It may therefore be difficult to predict trends from summer censuses in non-breeding places.",https://doi.org/10.1111/j.1751-8369.2006.tb00029.x,2006-06-01,2006,348.30243,0.9076,7,,,article,TRUE,TRUE,gold,https://doi.org/10.1111/j.1751-8369.2006.tb00029.x,FALSE,Polar Research,https://openalex.org/S182295942,0800-0395,https://openalex.org/P4310320595,Wiley,https://doi.org/10.1111/j.1751-8369.2006.tb00029.x,NA,NA,publishedVersion,,12,,,,,FALSE,FALSE,en,,,,,139,144,25,2
https://openalex.org/W4252534761,"Haul-out pattern of itinerant male Antarctic fur seals (Arctocephalus gazella) at Laurie Island, South Orkney Islands","Haul-out pattern of itinerant male Antarctic fur seals (Arctocephalus gazella) at Laurie Island, South Orkney Islands",,"The seasonal haul-out pattern of itinerant male Antarctic fur seals (Arctocephalus gazella) was determined by regular counts at Mossman Peninsula, Laurie Island, South Orkney Islands, from 1996 to 2005. Small numbers of animals began to arrive at the beach in late December / early January (mean date 28 December ± 15 days, n = 10). Peak numbers of animals ashore changed considerably between seasons. In 1996, 1998 and 2001, peak numbers were registered in March (6/3, 18/3 and 6/3, respectively). Numbers peaked in 1997, 1999 and 2005 at the end of January / beginning of February (26/1, 2/2 and 28/1, respectively). In 2000, 2002, 2003 and 2004 peaks were registered in the third week of February (15/2, 22/2, 14/2 and 20/2, respectively). Peaks in numbers of seals ashore also varied between years, being minimum during 2001 (2531 individuals) and maximum during 2006 (16 610 individuals). In March 1998 the coasts of Laurie Island were surveyed by navigating inflatable boats near the shoreline; 18 haul-out places were identified. The big differences in peak numbers, as well as in the dates of peak events among years, suggest that local conditions could have an effect on the numbers of animals hauled out in a given year. It may therefore be difficult to predict trends from summer censuses in non-breeding places.",https://doi.org/10.3402/polar.v25i2.6243,2006-06-01,2006,344.06464,0.3025,7,,,article,TRUE,TRUE,gold,https://polarresearch.net/index.php/polar/article/download/2045/5296,FALSE,Polar Research,https://openalex.org/S182295942,0800-0395,https://openalex.org/P4310320595,Wiley,https://doi.org/10.3402/polar.v25i2.6243,https://polarresearch.net/index.php/polar/article/download/2045/5296,NA,publishedVersion,,8,,,,,FALSE,FALSE,en,,,,,139,144,25,2
https://openalex.org/W2149636596,Dynamic intra-seasonal habitat use by Antarctic fur seals suggests migratory hotspots near the Antarctic Peninsula,Dynamic intra-seasonal habitat use by Antarctic fur seals suggests migratory hotspots near the Antarctic Peninsula,,NA,https://doi.org/10.1007/s00227-013-2190-z,2013-02-21,2013,285.55594,1.2823,15,,,article,FALSE,FALSE,closed,NA,FALSE,Marine Biology,https://openalex.org/S118082147,0025-3162,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/s00227-013-2190-z,NA,NA,publishedVersion,,70,,,,,FALSE,FALSE,en,,,,,1383,1393,160,6
