id,title,display_name,authorships,abstract,doi,publication_date,publication_year,relevance_score,fwci,cited_by_count,counts_by_year,ids,type,is_oa,is_oa_anywhere,oa_status,oa_url,any_repository_has_fulltext,source_display_name,source_id,issn_l,host_organization,host_organization_name,landing_page_url,pdf_url,license,version,referenced_works,referenced_works_count,related_works,concepts,topics,keywords,is_paratext,is_retracted,language,sustainable_development_goals,awards,funders,apc,first_page,last_page,volume,issue
https://openalex.org/W2137148671,"Cephalopod diet of the southern elephant seal, <i>Mirounga leonina</i>, at King George Island, South Shetland Islands","Cephalopod diet of the southern elephant seal, <i>Mirounga leonina</i>, at King George Island, South Shetland Islands",,"In the summer of 1995/96, 25 southern elephant seals, Mirounga leonina , were stomach lavaged at Stranger Point, King George Island, South Shetland Islands. Cephalopod remains were present in 72% of the individuals sampled ( n = 18). Seven species of squid and three of octopus were identified. The squid Psychroteuthis glacialis was the most important prey in terms of numbers (77%), biomass (80.8%) and frequency of occurrence (94.4%). Next in importance in terms of mass was the squid Alluroteuthis antarcticus (7.8%) in the diet of females and the octopodid Pareledone ?charcoti in the diet of males (13.2%). Females preyed on a wider variety of squid taxa than males (7 vs 3) but octopodids occurred only in stomach contents from males. The predominance of P. glacialis in the prey of the South Shetland Islands elephant seals can be explained by the southerly location of the foraging areas of this population compared to South Georgia, Heard and Macquarie islands, where the diet of southern elephant seals has previously been analysed. Psychroteuthis glacialis is the predominant squid in waters close to the Antarctic continent.",https://doi.org/10.1017/s0954102000000031,2000-03-01,2000,899.0649,2.0643,81,,,article,FALSE,FALSE,closed,NA,FALSE,Antarctic Science,https://openalex.org/S939558408,0954-1020,https://openalex.org/P4310311721,Cambridge University Press,https://doi.org/10.1017/s0954102000000031,NA,NA,publishedVersion,,12,,,,,FALSE,FALSE,en,,,,,16,19,12,1
https://openalex.org/W2170320224,Pup production and distribution of breeding Antarctic fur seals (<i>Arctocephalus gazella</i>) at South Georgia,Pup production and distribution of breeding Antarctic fur seals (<i>Arctocephalus gazella</i>) at South Georgia,,"A census of the breeding population of Antarctic fur seals ( Arctocephalus gazella ) at South Georgia was carried out during the 1990/91 breeding season. Using counts of adult females ashore at the breeding grounds during the pupping period, together with corrections for the likelihood of a female being ashore at a census and for pregnancy rate (71% in 1990/91), pup production was estimated as 269 000 (95% confidence intervals 188 000-350000). The breeding population in 1990/91 was reduced at long-term study sites probably because of limited food availability. Data from these sites were used to estimate the pup production of the population had 1990/91 been a typical year. Based on values from 1983/84 to 1990/91, pup production in 1990/91 would have been 378000 (se=19100) if it had been an average year. The annual increase in pup production from 1976/77 to 1990/91 has declined to 9.8% since the initial period of population expansion in the 1950s and 1960s. Increased population size has led to an expansion of the breeding range at South Georgia.",https://doi.org/10.1017/s0954102093000045,1993-03-01,1993,865.24677,4.7851,164,,,article,FALSE,FALSE,closed,NA,FALSE,Antarctic Science,https://openalex.org/S939558408,0954-1020,https://openalex.org/P4310311721,Cambridge University Press,https://doi.org/10.1017/s0954102093000045,NA,NA,publishedVersion,,0,,,,,FALSE,FALSE,en,,,,,17,24,5,1
https://openalex.org/W2186697488,"Reproductive Performance of Seabirds and Seals at South Georgia and Signy Island, South Orkney Islands, 1976–1987: Implications for Southern Ocean Monitoring Studies","Reproductive Performance of Seabirds and Seals at South Georgia and Signy Island, South Orkney Islands, 1976–1987: Implications for Southern Ocean Monitoring Studies",,NA,https://doi.org/10.1007/978-3-642-73724-4_23,1988-01-01,1988,861.13745,19.1737,321,,,book-chapter,FALSE,FALSE,closed,NA,FALSE,NA,NA,NA,NA,NA,https://doi.org/10.1007/978-3-642-73724-4_23,NA,NA,publishedVersion,,71,,,,,FALSE,FALSE,en,,,,,261,285,NA,NA
https://openalex.org/W1563869035,"Fish prey of southern elephant seals, Mirounga leonina, at King George Island","Fish prey of southern elephant seals, Mirounga leonina, at King George Island",,NA,https://doi.org/10.1007/s00300-002-0408-5,2002-10-01,2002,739.9202,3.3696,92,,,article,FALSE,FALSE,closed,NA,FALSE,Polar Biology,https://openalex.org/S196656238,0722-4060,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/s00300-002-0408-5,NA,NA,publishedVersion,,16,,,,,FALSE,FALSE,en,,,,,739,743,25,10
https://openalex.org/W2087111453,Dispersal of male and female Antarctic fur seals (<i>Arctocephalus gazella</i>),Dispersal of male and female Antarctic fur seals (<i>Arctocephalus gazella</i>),,"This study examined the foraging locations of adult male and female Antarctic fur seals (Arctocephalus gazella) in the Scotia Sea during the postbreeding period. Satellite transmitters were used to track adult males and females and to obtain information about dive depths. Male fur seals migrated away from the breeding area during the postbreeding period whereas females remained close to the breeding grounds and foraged in the same area during two consecutive years. The most intensive foraging by females was associated with the edge of the continental shelf of South Georgia. Males dived deeper than females. Counts of males at South Georgia and at the South Orkney Islands support the result from satellite tracking data showing that males move from South Georgia to the South Orkney Islands at the end of the breeding season. Unlike males, females were limited in their foraging range by the necessity to return to feed dependent young, so breeding sites are likely to be located close to foraging areas that are optimal for females. Locations used for feeding by females were avoided by males, either because they were suboptimal for males or because foraging by females at South Georgia causes local depletion of food, and males, which have the option to forage further afield, can forage more successfully in regions where there are no females. Comparison with fisheries data also suggests that these fur seals are targeting the most abundant exploitable prey.",https://doi.org/10.1139/f97-314,1998-04-01,1998,737.77826,5.6958,160,,,article,FALSE,FALSE,closed,NA,FALSE,Canadian Journal of Fisheries and Aquatic Sciences,https://openalex.org/S57183551,0706-652X,https://openalex.org/P4310312929,Canadian Science Publishing,https://doi.org/10.1139/f97-314,NA,NA,publishedVersion,,32,,,,,FALSE,FALSE,en,,,,,845,852,55,4
https://openalex.org/W2323189495,"Studies on the southern elephant seal, <i>Mirounga leonina</i> (L.). IV. Breeding and development","Studies on the southern elephant seal, <i>Mirounga leonina</i> (L.). IV. Breeding and development",,"The breeding process in Mirounga leonina (L.) at Macquarie and Heard Islands is described in detail on the basis of records made by A.N.A.R.E. men of branded seals 4-8 years old, daily counts, and observations. These natural populations are contrasted with the exploited one at South Georgia, where the bulls are now fewer and younger. At Macquarie Island the largest harems contain over 1000 cows and are shared by the strongest bulls. The activities of each male age class are described, also the establishment of the harem by the cows and its subsequent development, including parturition and pup growth. Onset of maturity in the male begins at 6 years old at Macquarie Island and 4 years old at South Georgia. About one-third of the females at Macquarie Island are pregnant in the fourth year, and about one-quarter defer first pregnancy until the seventh year; all third-year cows at South Georgia are pregnant. The former seals also grow more slowly, and it is suggested that pressures within this population that is at its natural limit, operating among females as well as males, retard development and breeding. The effects of continuous sealing at South Georgia may have resulted in a population still below its potential size.",https://doi.org/10.1071/cwr9620161,1962-08-01,1962,729.9783,1.6846,179,,,article,FALSE,FALSE,closed,NA,FALSE,C.S.I.R.O. wildlife research,https://openalex.org/S4210167442,0007-9103,https://openalex.org/P4310320302,CSIRO Publishing,https://doi.org/10.1071/cwr9620161,NA,NA,publishedVersion,,0,,,,,FALSE,FALSE,en,,,,,161,197,7,2
https://openalex.org/W2012804471,Growth in the Antarctic fur seal <i>Arctocephalus gazella</i>,Growth in the Antarctic fur seal <i>Arctocephalus gazella</i>,,"The growth of the Antarctic fur seal Arctocephalus gazella at South Georgia is described from 556 specimens whose age was determined. The following parameters are described: standard length, body weight, foreflipper length, hindflipper length, neck girth, axillary girth and blubber thickness. Data are also presented on absolute and relative sizes of the following organs in new‐born pups, pups near weaning, two‐year‐olds and adults: thyroids, adrenals, heart, lungs, kidneys, liver, spleen and brain. The growth of the pup within the 110–115 day suckling period is estimated as 98 g/day for males and 84 g/day for females. No other species of fur seal grows so rapidly at this time. Subsequent growth is compared with that of the other species of fur seal to inhabit polar water, Callorhinus ursinus. A. gazella grows more rapidly up to age three, and although adult males are smaller, females are slightly larger. This more rapid initial growth, and earlier breeding, may be related to the large reduction in the Antarctic stocks of baleen whales which eat the same food. The mean weights of males, females and all individuals in the population are calculated as 54‐8,25‐3 and 39‐3 kg respectively. The number in the population at the end of the breeding season is 41 times the number of pups born, equivalent to a total population in March 1976 of 369,000 seals with a biomass of 14,500 tonnes and an annual food consumption of about 350,000 tonnes.",https://doi.org/10.1111/j.1469-7998.1979.tb07709.x,1979-01-01,1979,712.4644,3.1394,137,,,article,FALSE,FALSE,closed,NA,FALSE,Journal of Zoology,https://openalex.org/S44571845,0952-8369,https://openalex.org/P4310320595,Wiley,https://doi.org/10.1111/j.1469-7998.1979.tb07709.x,NA,NA,publishedVersion,,14,,,,,FALSE,FALSE,en,,,,,1,20,187,1
https://openalex.org/W2025553042,"Parental investment in southern elephant seals, Mirounga leonina","Parental investment in southern elephant seals, Mirounga leonina",,NA,https://doi.org/10.1007/bf00302924,1989-08-01,1989,686.96155,8.6131,125,,,article,FALSE,FALSE,closed,NA,FALSE,Behavioral Ecology and Sociobiology,https://openalex.org/S136529485,0340-5443,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/bf00302924,NA,NA,publishedVersion,,35,,,,,FALSE,FALSE,en,,,,,81,87,25,2
https://openalex.org/W2036334853,"POPULATION GROWTH OF ANTARCTIC FUR SEALS: LIMITATION BY A TOP PREDATOR, THE LEOPARD SEAL?","POPULATION GROWTH OF ANTARCTIC FUR SEALS: LIMITATION BY A TOP PREDATOR, THE LEOPARD SEAL?",,"Antarctic fur seals (Arctocephalus gazella) in the South Shetland Islands are recovering from 19th-century exploitation more slowly than the main population at South Georgia. To document demographic changes associated with the recovery in the South Shetlands, we monitored fur seal abundance and reproduction in the vicinity of Elephant Island during austral summers from 1986/1987 through 1994/1995. Total births, mean and variance of birth dates, and average daily mortality rates were estimated from daily live pup counts at North Cove (NC) and North Annex (NA) colonies on Seal Island. Sightings of leopard seals (Hydrurga leptonyx) and incidents of leopard seal predation on fur seal pups were recorded opportunistically during daily fur seal research at both sites. High mortality of fur seal pups, attributed to predation by leopard seals frequently observed at NC, caused pup numbers to decline rapidly between January and March (i.e., prior to weaning) each year and probably caused a long-term decline in the size of that colony. The NA colony, where leopard seals were never observed, increased in size during the study. Pup mortality from causes other than leopard seal predation appeared to be similar at the two sites. The number of pups counted at four locations in the Elephant Island vicinity increased slowly, at an annual rate of 3.8%, compared to rates as high as 11% at other locations in the South Shetland Islands. Several lines of circumstantial evidence are consistent with the hypothesis that leopard seal predators limit the growth of the fur seal population in the Elephant Island area and perhaps in the broader population in the South Shetland Islands. The sustained growth of this fur seal population over many decades rules out certain predator–prey models, allowing inference about the interaction between leopard seals and fur seals even though it is less thoroughly studied than predator–prey systems of terrestrial vertebrates of the northern hemisphere. Top-down forces should be included in hypotheses for future research on the factors shaping the recovery of the fur seal population in the South Shetland Islands.",https://doi.org/10.1890/0012-9658(1998)079[2863:pgoafs]2.0.co;2,1998-12-01,1998,682.7651,2.4551,97,,,article,FALSE,FALSE,closed,NA,FALSE,Ecology,https://openalex.org/S35917800,0012-9658,https://openalex.org/P4310320595,Wiley,https://doi.org/10.1890/0012-9658(1998)079[2863:pgoafs]2.0.co;2,NA,NA,publishedVersion,,58,,,,,FALSE,FALSE,en,,,,,2863,2877,79,8
https://openalex.org/W2139144366,"Seasonal occurrence and diet of leopard seals (<i>Hydrurga leptonyx</i>) at Bird Island, South Georgia","Seasonal occurrence and diet of leopard seals (<i>Hydrurga leptonyx</i>) at Bird Island, South Georgia",,"Seasonal haul-out patterns and diet of individually marked leopard seals ( Hydrurga leptonyx ) were investigated at Bird Island, South Georgia during the 1983–96 winters. A total of 2956 leopard seal sightings were made, and 121 seals were tagged during the study, mainly between 1993 and 1996. Photographs of scars and pelage patterns were also used to identify a subset of these individuals across years, which provided no evidence of tag loss between or within years. Leopard seals were observed between April and November; the mean time between the first and last sightings in each year was 208 d (s d ± 48). Between 1993–96, eight seals were resident around the island for more than 100 d, and the longest recorded residence was 130 d. The proportion of tagged seals resighted was 0.35 and 0.17 in 1995 and 1996 respectively. Based on estimates of body length, &lt;5% of the seals were juveniles (0–1 years) and &gt;70% were not sexually mature. There was considerable inter-annual variation in abundance, with a maximum of 502 sightings during 1994, compared with a minimum of 21 during 1986 and 1989. Antarctic fur seals ( Arctocephalus gazella ) were the main prey item (58% of kills observed and 53% of scats). Other items included penguins (28% of kills observed and 20% of scats) and fish (24% of scats). Antarctic krill ( Euphausia superba ), southern elephant seals ( Mirounga leonina ) and seabirds other than penguins were also present in the diet in small quantities.",https://doi.org/10.1017/s0954102098000108,1998-03-01,1998,677.27936,1.2205,62,,,article,FALSE,FALSE,closed,NA,FALSE,Antarctic Science,https://openalex.org/S939558408,0954-1020,https://openalex.org/P4310311721,Cambridge University Press,https://doi.org/10.1017/s0954102098000108,NA,NA,publishedVersion,,7,,,,,FALSE,FALSE,en,,,,,75,81,10,1
